q_id;dataset;db_id;SQL;question;tuples;attrs;attr numerical;attr categorical;tables;numerical conditions;categorical conditions;aggr;join;distinct;group by;limit;order by;nested;like;attr num & cat;con num & cat;cells;backlinks
qatch_29;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Physics' AND nationality = 'Hungary';List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Physics and nationality is equal to Hungary;2;5;2;3;1;0;2;0;0;0;0;0;0;0;0;5;;10;853.5
qatch_30;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Memorial Prize in Economic Sciences' AND nobel_prize_year = 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Memorial Prize in Economic Sciences and nobel_prize_year is equal to 1974;2;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;10;1125
qatch_31;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Memorial Prize in Economic Sciences' AND nobel_prize_year >= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Memorial Prize in Economic Sciences and nobel_prize_year is greater or equal than 1974;93;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;465;456.129032
qatch_32;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Memorial Prize in Economic Sciences' AND nobel_prize_year <= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Memorial Prize in Economic Sciences and nobel_prize_year is smaller or equal than 1974;8;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;40;765.75
qatch_33;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Chemistry' AND nobel_prize_year = 2020;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Chemistry and nobel_prize_year is equal to 2020;2;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;10;1009
qatch_34;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Chemistry' AND nobel_prize_year >= 2020;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Chemistry and nobel_prize_year is greater or equal than 2020;7;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;35;528.857143
qatch_35;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Chemistry' AND nobel_prize_year <= 2020;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Chemistry and nobel_prize_year is smaller or equal than 2020;207;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;1035;410.830918
qatch_36;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Literature' AND nobel_prize_year = 1975;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Literature and nobel_prize_year is equal to 1975;1;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;5;471
qatch_37;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Literature' AND nobel_prize_year <= 1975;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Literature and nobel_prize_year is smaller or equal than 1975;73;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;365;676.780822
qatch_38;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Physics' AND nobel_prize_year = 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Physics and nobel_prize_year is equal to 1974;2;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;10;392
qatch_39;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Physics' AND nobel_prize_year >= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Physics and nobel_prize_year is greater or equal than 1974;138;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;690;440
qatch_40;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Physics' AND nobel_prize_year <= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Physics and nobel_prize_year is smaller or equal than 1974;118;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;590;555.033898
qatch_41;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Memorial Prize in Economic Sciences' AND birth_year = 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Memorial Prize in Economic Sciences and birth_year is equal to 1899;2;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;10;975.5
qatch_42;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Memorial Prize in Economic Sciences' AND birth_year <= 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Memorial Prize in Economic Sciences and birth_year is smaller or equal than 1899;4;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;20;700.25
qatch_43;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Peace Prize' AND birth_year = 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Peace Prize and birth_year is equal to 1951;1;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;5;512
qatch_44;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Peace Prize' AND birth_year >= 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Peace Prize and birth_year is greater or equal than 1951;16;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;80;835.875
qatch_45;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Chemistry' AND birth_year = 1937;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Chemistry and birth_year is equal to 1937;4;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;20;468.25
qatch_46;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize = 'Nobel Prize in Physics' AND birth_year = 1898;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize is equal to Nobel Prize in Physics and birth_year is equal to 1898;1;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;5;800
qatch_47;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Austria' AND nobel_prize_year = 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Austria and nobel_prize_year is equal to 1974;1;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;5;1663
qatch_48;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Austria' AND nobel_prize_year >= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Austria and nobel_prize_year is greater or equal than 1974;7;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;35;784.571429
qatch_49;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Austria' AND nobel_prize_year <= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Austria and nobel_prize_year is smaller or equal than 1974;13;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;65;522.461538
qatch_50;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'United States' AND nobel_prize_year = 2012;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to United States and nobel_prize_year is equal to 2012;5;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;25;524.8
qatch_51;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'United States' AND nobel_prize_year >= 2012;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to United States and nobel_prize_year is greater or equal than 2012;71;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;355;431.746479
qatch_52;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Sweden' AND nobel_prize_year >= 2020;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Sweden and nobel_prize_year is greater or equal than 2020;2;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;10;797
qatch_53;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Sweden' AND nobel_prize_year <= 2020;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Sweden and nobel_prize_year is smaller or equal than 2020;33;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;165;389.151515
qatch_54;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'France' AND nobel_prize_year >= 1975;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to France and nobel_prize_year is greater or equal than 1975;24;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;120;503.708333
qatch_55;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Hungary' AND nobel_prize_year >= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Hungary and nobel_prize_year is greater or equal than 1974;5;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;25;464.2
qatch_56;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Hungary' AND nobel_prize_year <= 1974;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Hungary and nobel_prize_year is smaller or equal than 1974;5;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;25;593.2
qatch_57;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Austria' AND birth_year = 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Austria and birth_year is equal to 1899;1;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;5;1663
qatch_58;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Austria' AND birth_year >= 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Austria and birth_year is greater or equal than 1899;10;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;50;728.1
qatch_59;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Austria' AND birth_year <= 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Austria and birth_year is smaller or equal than 1899;10;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;50;500.3
qatch_60;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'United States' AND birth_year = 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to United States and birth_year is equal to 1951;4;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;20;371
qatch_61;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'United States' AND birth_year >= 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to United States and birth_year is greater or equal than 1951;45;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;225;475.311111
qatch_62;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Sweden' AND birth_year >= 1937;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Sweden and birth_year is greater or equal than 1937;3;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;15;651.333333
qatch_63;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'France' AND birth_year = 1910;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to France and birth_year is equal to 1910;1;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;5;414
qatch_64;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Hungary' AND birth_year >= 1898;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Hungary and birth_year is greater or equal than 1898;8;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;40;551
qatch_65;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nationality = 'Hungary' AND birth_year <= 1898;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nationality is equal to Hungary and birth_year is smaller or equal than 1898;2;5;2;3;1;1;1;0;0;0;0;0;0;0;0;5;2;10;439.5
qatch_66;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year = 1974 AND birth_year = 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is equal to 1974 and birth_year is equal to 1899;1;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;5;1663
qatch_67;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year >= 1974 AND birth_year >= 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is greater or equal than 1974 and birth_year is greater or equal than 1899;584;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;2920;522.511986
qatch_68;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year <= 1974 AND birth_year <= 1899;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is smaller or equal than 1974 and birth_year is smaller or equal than 1899;309;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;1545;509.090615
qatch_69;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year = 2012 AND birth_year = 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is equal to 2012 and birth_year is equal to 1951;1;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;5;368
qatch_70;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year >= 2012 AND birth_year >= 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is greater or equal than 2012 and birth_year is greater or equal than 1951;64;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;320;434.828125
qatch_71;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year <= 2012 AND birth_year <= 1951;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is smaller or equal than 2012 and birth_year is smaller or equal than 1951;900;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;4500;539.216667
qatch_72;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year = 2020 AND birth_year = 1937;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is equal to 2020 and birth_year is equal to 1937;1;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;5;255
qatch_73;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year >= 2020 AND birth_year >= 1937;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is greater or equal than 2020 and birth_year is greater or equal than 1937;36;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;180;437.777778
qatch_74;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year <= 2020 AND birth_year <= 1937;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is smaller or equal than 2020 and birth_year is smaller or equal than 1937;794;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;3970;546.589421
qatch_75;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year = 1975 AND birth_year = 1910;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is equal to 1975 and birth_year is equal to 1910;1;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;5;372
qatch_76;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year >= 1975 AND birth_year >= 1910;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is greater or equal than 1975 and birth_year is greater or equal than 1910;553;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;2765;515.949367
qatch_77;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year <= 1975 AND birth_year <= 1910;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is smaller or equal than 1975 and birth_year is smaller or equal than 1910;411;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;2055;514.20438
qatch_78;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year = 1974 AND birth_year = 1898;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is equal to 1974 and birth_year is equal to 1898;3;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;15;497.666667
qatch_79;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year >= 1974 AND birth_year >= 1898;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is greater or equal than 1974 and birth_year is greater or equal than 1898;588;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;2940;522.04932
qatch_80;qatch;nobel_prize;SELECT nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality, birth_year FROM nobel_prize WHERE nobel_prize_year <= 1974 AND birth_year <= 1898;List the nobel_prize_laureate, nobel_prize, nobel_prize_year, nationality and birth_year of nobel_prizes WHERE nobel_prize_year is smaller or equal than 1974 and birth_year is smaller or equal than 1898;297;5;2;3;1;2;0;0;0;0;0;0;0;0;0;5;;1485;503.407407
qatch_81;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number = 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is equal to 1;1;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;9;1326
qatch_82;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 1;118;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;1062;113.661017
qatch_83;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number <= 1;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is smaller or equal than 1;1;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;9;1326
qatch_84;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number = 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is equal to 2;1;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;9;1174
qatch_85;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 2;117;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;1053;103.299145
qatch_86;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number <= 2;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is smaller or equal than 2;2;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;18;1250
qatch_87;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number = 3;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is equal to 3;1;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;9;1220
qatch_88;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 3;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 3;116;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;1044;94.0689655
qatch_89;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number <= 3;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is smaller or equal than 3;3;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;27;1240
qatch_90;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number = 4;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is equal to 4;1;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;9;1194
qatch_91;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number >= 4;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is greater or equal than 4;115;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;1035;84.2782609
qatch_92;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number <= 4;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is smaller or equal than 4;4;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;36;1228.5
qatch_93;qatch;chemical_element;SELECT atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin, phase FROM chemical_element WHERE atomic_number = 5;List the atomic_number, symbol, element, periodic_table_group, period, block, atomic_weight, origin and phase of chemical_elements WHERE atomic_number is equal to 5;1;9;3;6;1;1;0;0;0;0;0;0;0;0;0;9;;9;1252
